0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
75.000	29.150	11.188	4.175	1.511	0.531	0.182	0.061	0.020	0.006	0.002	0.782	5.664	19.434	50.000	
75.000	38.068	17.157	7.162	2.828	1.070	0.391	0.139	0.048	0.016	0.005	1.369	8.594	25.379	50.000	
75.000	40.906	19.787	8.806	3.685	1.471	0.565	0.210	0.076	0.027	0.009	1.663	9.803	27.271	50.000	
75.000	41.830	20.852	9.596	4.159	1.720	0.685	0.264	0.099	0.036	0.013	1.787	10.256	27.887	50.000	
75.000	42.135	21.263	9.946	4.395	1.858	0.757	0.299	0.115	0.043	0.016	1.834	10.415	28.091	50.000	
75.000	42.235	21.416	10.091	4.504	1.927	0.797	0.320	0.126	0.048	0.018	1.851	10.470	28.158	50.000	
75.000	42.268	21.472	10.150	4.551	1.960	0.817	0.332	0.132	0.051	0.020	1.857	10.488	28.180	50.000	
75.000	42.279	21.492	10.172	4.571	1.975	0.827	0.337	0.135	0.053	0.020	1.859	10.494	28.187	50.000	
75.000	42.282	21.499	10.180	4.579	1.981	0.831	0.340	0.136	0.054	0.021	1.860	10.496	28.189	50.000	
75.000	42.283	21.501	10.184	4.582	1.984	0.833	0.342	0.137	0.054	0.021	1.860	10.497	28.190	50.000	
75.000	43.846	24.236	13.505	8.148	5.641	4.522	4.041	3.840	3.758	3.725	5.564	14.201	31.894	50.000	
75.000	52.050	37.387	29.062	24.751	22.668	21.712	21.291	21.112	21.038	21.007	22.847	31.484	43.275	50.000	
75.000	70.821	65.014	60.955	58.628	57.427	56.847	56.582	56.464	56.414	56.393	58.236	62.361	63.909	50.000	
75.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	50.000	

