0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	
75.000	35.100	18.407	10.203	5.745	3.219	1.797	1.086	0.969	1.553	3.145	6.281	12.049	23.412	50.000	
75.000	47.798	29.409	17.764	10.523	6.101	3.503	2.176	1.953	3.010	5.791	10.918	19.218	31.892	50.000	
75.000	52.932	35.314	22.593	13.945	8.342	4.918	3.126	2.804	4.167	7.677	13.844	23.038	35.330	50.000	
75.000	55.190	38.395	25.459	16.187	9.928	5.986	3.876	3.469	4.998	8.903	15.560	25.023	36.856	50.000	
75.000	56.246	40.004	27.116	17.603	11.015	6.779	4.472	3.999	5.606	9.705	16.577	26.096	37.610	50.000	
75.000	56.794	40.925	28.173	18.619	11.904	7.527	5.115	4.601	6.242	10.432	17.386	26.868	38.117	50.000	
75.000	57.227	41.740	29.244	19.816	13.135	8.743	6.307	5.785	7.448	11.669	18.599	27.903	38.746	50.000	
75.000	57.916	43.092	31.125	22.066	15.611	11.344	8.973	8.491	10.171	14.341	21.051	29.855	39.862	50.000	
75.000	59.318	45.781	34.842	26.521	20.556	16.593	14.401	14.010	15.669	19.607	25.727	33.453	41.857	50.000	
75.000	61.937	50.650	41.432	34.333	29.183	25.739	23.854	23.583	25.110	28.518	33.524	39.393	45.136	50.000	
75.000	66.236	58.341	51.580	46.183	42.172	39.458	37.989	37.826	39.061	41.613	45.006	48.279	50.193	50.000	
75.000	72.699	69.151	65.309	61.909	59.253	57.418	56.431	56.340	57.154	58.674	60.287	60.741	58.008	50.000	
75.000	82.497	83.126	81.920	80.435	79.166	78.262	77.775	77.731	78.103	78.705	79.009	77.712	71.430	50.000	
75.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	100.000	50.000	

